Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column152;Column16;Column162;Column163;Column164;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26;Column27;Column28;Column29;Column30;Column31;Column32;Column33;Column34;Column35;Column36;Column37;Column38;Column39;Column40;Column41;Column42;Column43
userid;dbid;toplevel;queryid;query;plans;total_plan_time;min_plan_time;max_plan_time;mean_plan_time;stddev_plan_time;calls;total_exec_time;min_exec_time;max_exec_time;adj_mean_exec_time;mean_exec_time;D_CPU;D_DISK;CPU / DISK;stddev_exec_time;rows;shared_blks_hit;shared_blks_read;shared_blks_dirtied;shared_blks_written;local_blks_hit;local_blks_read;local_blks_dirtied;local_blks_written;temp_blks_read;temp_blks_written;blk_read_time;blk_write_time;temp_blk_read_time;temp_blk_write_time;wal_records;wal_fpi;wal_bytes;jit_functions;jit_generation_time;jit_inlining_count;jit_inlining_time;jit_optimization_count;jit_optimization_time;jit_emission_count;jit_emission_time
10;16419;True;-7384719638763031193;create view revenue0 (supplier_no, total_revenue) as select l_suppkey, sum(l_extendedprice * (1 - l_discount)) from lineitem where l_shipdate >= '1997-09-01'::date and l_shipdate < '1997-09-01'::date + interval '3' month group by l_suppkey;0;0;0;0;0;0;1;0.404966;0.404966;0.404966;;0.404966;;;;0;0;75;29;20;0;0;0;0;0;0;0;0.075283;0;0;0;41;0;5576;0;0;0;0;0;0;0;0
10;16419;True;-5588736558067837117;"SELECT
   s_suppkey,
   s_name,
   s_address,
   s_phone,
   total_revenue
FROM
   supplier,
   revenue0
WHERE
   s_suppkey = supplier_no
   AND total_revenue = (
      SELECT
         MAX(total_revenue)
      FROM
         revenue0
   )
ORDER BY
   s_suppkey";0;0;0;0;0;0;1;2597.538858;2597.538858;2597.538858;;2597.538858;;;;0;1;1;269862;0;19;0;0;0;0;108;240;465.58194;0.166946;0.148371;2.714452;0;0;0;40;2.407991;1;38.840232;1;184.685215;1;137.295707
10;16419;True;-3825640688184167069;SELECT * FROM pg_stat_database;0;0;0;0;0;0;1;0.036940999999999995;0.036940999999999995;0.036940999999999995;;0.036940999999999995;;;;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;16419;True;-7918896027415792288;"SELECT
   SUM(l_extendedprice* ($10 - l_discount)) AS revenue
FROM
   lineitem,
   part
WHERE
   (
      p_partkey = l_partkey
      AND p_brand = $1
      AND p_container IN ($11, $12, $13, $14)
      AND l_quantity >= $2
      AND l_quantity <= $3 + $15
      AND p_size BETWEEN $16 AND $17
      AND l_shipmode IN ($18, $19)
      AND l_shipinstruct = $20
   )
   OR
   (
      p_partkey = l_partkey
      AND p_brand = $4
      AND p_container IN ($21, $22, $23, $24)
      AND l_quantity >= $5
      AND l_quantity <= $6 + $25
      AND p_size BETWEEN $26 AND $27
      AND l_shipmode IN ($28, $29)
      AND l_shipinstruct = $30
   )
   OR
   (
      p_partkey = l_partkey
      AND p_brand = $7
      AND p_container IN ($31, $32, $33, $34)
      AND l_quantity >= $8
      AND l_quantity <= $9 + $35
      AND p_size BETWEEN $36 AND $37
      AND l_shipmode IN ($38, $39)
      AND l_shipinstruct = $40
   )";0;0;0;0;0;0;17;3597.503984000001;150.243041;292.132245;210.3419132;211.61788141176473;89.73169491;120.6102183;0.743980868;39.56603126230286;17;66643;619392;0;0;0;0;0;0;0;0;2050.373711;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;16419;True;1345865735253463468;SELECT * FROM pg_stat_user_tables;0;0;0;0;0;0;1;0.158693;0.158693;0.158693;;0.158693;;;;0;8;15;5;0;0;0;0;0;0;0;0;0.018131;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;16419;True;3545412574037053608;SET DateStyle=ISO;0;0;0;0;0;0;1;0.00617;0.00617;0.00617;;0.00617;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;16419;True;-6911109443227572258;SELECT * FROM pg_stat_bgwriter;0;0;0;0;0;0;1;0.00401;0.00401;0.00401;;0.00401;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;16419;True;-141619989335985508;SELECT * FROM pg_stat_archiver;0;0;0;0;0;0;1;0.0061600000000000005;0.0061600000000000005;0.0061600000000000005;;0.0061600000000000005;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;16419;True;-2355785423562344795;create view revenue0 (supplier_no, total_revenue) as select l_suppkey, sum(l_extendedprice * (1 - l_discount)) from lineitem where l_shipdate >= '1994-12-01'::date and l_shipdate < '1994-12-01'::date + interval '3' month group by l_suppkey;0;0;0;0;0;0;1;0.427136;0.427136;0.427136;;0.427136;;;;0;0;75;29;20;0;0;0;0;0;0;0;0.075383;0;0;0;43;0;5696;0;0;0;0;0;0;0;0
10;16419;True;5507524655037232109;select o_orderpriority, count(*) as order_count from orders where o_orderdate >= $1::date and o_orderdate < $2::date + interval $3 month and exists ( select * from lineitem where l_orderkey = o_orderkey and l_commitdate < l_receiptdate ) group by o_orderpriority order by o_orderpriority;0;0;0;0;0;0;18;10110.207803999998;479.678431;994.1864929999999;539.77143;561.6782113333334;286.0948363;253.6765937;1.12779359;110.08933296689119;90;6259740;2825312;0;0;0;0;0;0;4624;4642;4566.178686;0;7.117182;60.77454199999999;0;0;0;32;1.383426;0;0;2;0.934535;2;11.903508
10;16419;True;-66186846925468933;create view revenue0 (supplier_no, total_revenue) as select l_suppkey, sum(l_extendedprice * (1 - l_discount)) from lineitem where l_shipdate >= '1995-07-01'::date and l_shipdate < '1995-07-01'::date + interval '3' month group by l_suppkey;0;0;0;0;0;0;1;0.453283;0.453283;0.453283;;0.453283;;;;0;0;75;29;20;0;0;0;0;0;0;0;0.08014;0;0;0;43;0;5697;0;0;0;0;0;0;0;0
10;16419;True;7674290743847894833;create view revenue0 (supplier_no, total_revenue) as select l_suppkey, sum(l_extendedprice * (1 - l_discount)) from lineitem where l_shipdate >= '1996-05-01'::date and l_shipdate < '1996-05-01'::date + interval '3' month group by l_suppkey;0;0;0;0;0;0;1;0.481778;0.481778;0.481778;;0.481778;;;;0;0;75;29;20;0;0;0;0;0;0;0;0.086731;0;0;0;42;0;5653;0;0;0;0;0;0;0;0
10;16419;True;3916515019762028860;SELECT     tmp.TABLE_CAT,     tmp.TABLE_SCHEM,     tmp.TABLE_NAME,     tmp.NON_UNIQUE,     tmp.INDEX_QUALIFIER,     tmp.INDEX_NAME,     tmp.TYPE,     tmp.ORDINAL_POSITION,     trim(both $1 from pg_catalog.pg_get_indexdef(tmp.CI_OID, tmp.ORDINAL_POSITION, $2)) AS COLUMN_NAME,   CASE tmp.AM_NAME     WHEN $3 THEN CASE tmp.I_INDOPTION[tmp.ORDINAL_POSITION - $4] & $5::smallint       WHEN $6 THEN $7       ELSE $8     END     ELSE $9   END AS ASC_OR_DESC,     tmp.CARDINALITY,     tmp.PAGES,     tmp.FILTER_CONDITION FROM (SELECT $10 AS TABLE_CAT, n.nspname AS TABLE_SCHEM,   ct.relname AS TABLE_NAME, NOT i.indisunique AS NON_UNIQUE,   $11 AS INDEX_QUALIFIER, ci.relname AS INDEX_NAME,   CASE i.indisclustered     WHEN $12 THEN $13    ELSE CASE am.amname       WHEN $14 THEN $15      ELSE $16    END   END AS TYPE,   (information_schema._pg_expandarray(i.indkey)).n AS ORDINAL_POSITION,   ci.reltuples AS CARDINALITY,   ci.relpages AS PAGES,   pg_catalog.pg_get_expr(i.indpred, i.indrelid) AS FILTER_CONDITION,   ci.oid AS CI_OID,   i.indoption AS I_INDOPTION,   am.amname AS AM_NAME FROM pg_catalog.pg_class ct   JOIN pg_catalog.pg_namespace n ON (ct.relnamespace = n.oid)   JOIN pg_catalog.pg_index i ON (ct.oid = i.indrelid)   JOIN pg_catalog.pg_class ci ON (ci.oid = i.indexrelid)   JOIN pg_catalog.pg_am am ON (ci.relam = am.oid) WHERE $17  AND n.nspname = $18 AND ct.relname = $19) AS tmp ORDER BY NON_UNIQUE, TYPE, INDEX_NAME, ORDINAL_POSITION;0;0;0;0;0;0;8;1.2597450000000001;0.116351;0.253265;;0.15746812500000001;;;;0.044255139999319584;37;601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;16419;True;4525708794229873910;create view revenue0 (supplier_no, total_revenue) as select l_suppkey, sum(l_extendedprice * (1 - l_discount)) from lineitem where l_shipdate >= '1997-10-01'::date and l_shipdate < '1997-10-01'::date + interval '3' month group by l_suppkey;0;0;0;0;0;0;1;0.446526;0.446526;0.446526;;0.446526;;;;0;0;75;29;20;0;0;0;0;0;0;0;0.094092;0;0;0;41;0;5574;0;0;0;0;0;0;0;0
10;16419;True;8262333582107024914;"SELECT
   s_suppkey,
   s_name,
   s_address,
   s_phone,
   total_revenue
FROM
   supplier,
   revenue0
WHERE
   s_suppkey = supplier_no
   AND total_revenue = (
      SELECT
         MAX(total_revenue)
      FROM
         revenue0
   )
ORDER BY
   s_suppkey";0;0;0;0;0;0;1;2476.061332;2476.061332;2476.061332;;2476.061332;;;;0;1;1;269732;0;12;0;0;0;0;108;242;459.386821;0.10008;0.146221;2.819136;0;0;0;40;2.143851;1;39.693343;1;179.436445;1;126.865743
10;16419;True;2441368605364275007;"SELECT
   p_brand,
   p_type,
   p_size,
   COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
   partsupp,
   part
WHERE
   p_partkey = ps_partkey
   AND p_brand <> $1
   AND p_type NOT LIKE $2
   AND p_size IN ($3, $4, $5, $6, $7, $8, $9, $10)
   AND ps_suppkey NOT IN
   (
      SELECT
         s_suppkey
      FROM
         supplier
      WHERE
         s_comment LIKE $11
   )
GROUP BY
   p_brand,
   p_type,
   p_size
ORDER BY
   supplier_cnt DESC,
   p_brand,
   p_type,
   p_size";0;0;0;0;0;0;17;15870.820582;866.495143;1006.0859630000001;933.2159651;933.5776812941176;916.9211302;16.29483482;56.27066124;32.495098030021424;416263;561;221493;0;0;0;0;0;0;25712;25797;277.012192;0;25.310154;164.30278600000003;0;0;0;0;0;0;0;0;0;0;0
